-7.4863394e-08	-1.1602946e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.1602946e-07	1.9849857e-07	-1.4302309e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1.4302309e-07	-2.9712535e-08	2.1398068e-07	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2.1398068e-07	-1.2265187e-07	-3.2335791e-07	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-3.2335791e-07	-2.7688100e-07	1.8939599e-07	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.8939599e-07	-3.0360786e-07	-4.3403989e-07	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-4.3403989e-07	8.2264215e-08	4.7506786e-05	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4.7506786e-05	0.15193570	-0.048220687	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.048220687	0.34415489	-0.10379889	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.10379889	0.36645231	-0.13374521	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0.13374521	0.36199450	0.19552554	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.19552554	0.53715223	-0.25175822	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-0.25175822	0.79177773	1.8781036	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1.8781036	12.916505	3.8127663	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3.8127663	19.584253	5.9948778
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9948778	2.0399451
